"id_orig","id","toa","threshold","school","cohort","sch_type","female","hispanic","asian","sex_min"
"212_212315","212.212_212315",3,0.666666666666667,212,"C2","Asian-majority",0,1,0,1
"212_212317","212.212_212317",3,0,212,"C2","Asian-majority",0,0,0,0
"212_212337","212.212_212337",3,0.666666666666667,212,"C2","Asian-majority",0,1,0,0
"212_212353","212.212_212353",3,0,212,"C2","Asian-majority",0,1,0,0
"212_212356","212.212_212356",3,1,212,"C2","Asian-majority",0,0,1,0
"212_212363","212.212_212363",3,0,212,"C2","Asian-majority",0,0,0,1
"212_212372","212.212_212372",5,0,212,"C2","Asian-majority",0,1,0,0
"212_212378","212.212_212378",4,0.2,212,"C2","Asian-majority",0,1,0,1
"212_212380","212.212_212380",3,0.666666666666667,212,"C2","Asian-majority",0,1,0,0
"212_212404","212.212_212404",3,0.2,212,"C2","Asian-majority",0,1,0,1
"212_212408","212.212_212408",3,0,212,"C2","Asian-majority",0,1,0,1
"212_212412","212.212_212412",6,0.25,212,"C2","Asian-majority",0,0,0,1
"212_212440","212.212_212440",5,0,212,"C2","Asian-majority",0,0,1,0
"212_212450","212.212_212450",6,0,212,"C2","Asian-majority",0,0,1,0
"212_212452","212.212_212452",4,0,212,"C2","Asian-majority",0,0,1,0
"212_212474","212.212_212474",5,0.333333333333333,212,"C2","Asian-majority",0,1,0,1
"212_212487","212.212_212487",3,0.25,212,"C2","Asian-majority",0,0,1,0
"212_212490","212.212_212490",5,0.333333333333333,212,"C2","Asian-majority",0,0,1,0
"212_212536","212.212_212536",6,0,212,"C2","Asian-majority",0,0,1,0
"212_212548","212.212_212548",4,0.333333333333333,212,"C2","Asian-majority",0,0,1,0
"212_212550","212.212_212550",3,0,212,"C2","Asian-majority",0,1,0,0
"212_212554","212.212_212554",5,0,212,"C2","Asian-majority",0,0,1,1
"212_212561","212.212_212561",4,0.2,212,"C2","Asian-majority",0,0,1,0
"213_212022","213.213_212022",4,0,213,"C2","Asian-majority",0,1,0,0
"213_213019","213.213_213019",4,0,213,"C2","Asian-majority",0,0,0,0
"213_213022","213.213_213022",5,0,213,"C2","Asian-majority",0,1,0,0
"213_213053","213.213_213053",3,0,213,"C2","Asian-majority",0,0,1,0
"213_213117","213.213_213117",3,0,213,"C2","Asian-majority",0,1,0,0
"213_213123","213.213_213123",3,0.2,213,"C2","Asian-majority",0,0,0,1
"213_213146","213.213_213146",5,0.5,213,"C2","Asian-majority",0,0,1,0
"213_213162","213.213_213162",5,0,213,"C2","Asian-majority",0,1,0,0
"213_213168","213.213_213168",3,0.166666666666667,213,"C2","Asian-majority",0,1,0,0
"213_213178","213.213_213178",3,0.333333333333333,213,"C2","Asian-majority",0,1,0,0
"213_213213","213.213_213213",4,0,213,"C2","Asian-majority",0,0,1,0
"213_213231","213.213_213231",3,0.2,213,"C2","Asian-majority",0,0,1,1
"213_213244","213.213_213244",6,0,213,"C2","Asian-majority",0,0,1,0
"213_213267","213.213_213267",5,0.333333333333333,213,"C2","Asian-majority",0,0,1,0
"213_213271","213.213_213271",3,0,213,"C2","Asian-majority",0,0,1,0
"213_213277","213.213_213277",3,0.2,213,"C2","Asian-majority",0,0,1,1
"213_213278","213.213_213278",3,0.25,213,"C2","Asian-majority",0,0,1,0
"213_213289","213.213_213289",4,0.25,213,"C2","Asian-majority",0,0,1,0
"213_213302","213.213_213302",4,0.333333333333333,213,"C2","Asian-majority",0,0,1,0
"213_213303","213.213_213303",5,0,213,"C2","Asian-majority",0,0,1,0
"213_213322","213.213_213322",5,0,213,"C2","Asian-majority",0,0,1,0
"213_213379","213.213_213379",4,0,213,"C2","Asian-majority",0,0,0,1
"213_213383","213.213_213383",3,0,213,"C2","Asian-majority",0,0,0,0
"213_213408","213.213_213408",6,0,213,"C2","Asian-majority",0,1,0,0
"213_213422","213.213_213422",5,0,213,"C2","Asian-majority",0,0,0,0
"213_213431","213.213_213431",4,0,213,"C2","Asian-majority",0,0,1,0
"213_213444","213.213_213444",3,0.25,213,"C2","Asian-majority",0,1,0,0
"213_213445","213.213_213445",3,0,213,"C2","Asian-majority",0,0,1,0
"213_213455","213.213_213455",3,0,213,"C2","Asian-majority",0,1,0,0
"213_213457","213.213_213457",4,0.5,213,"C2","Asian-majority",0,1,0,0
"213_213473","213.213_213473",3,0,213,"C2","Asian-majority",0,0,0,0
"213_213477","213.213_213477",4,1,213,"C2","Asian-majority",0,1,0,1
"213_213496","213.213_213496",3,0,213,"C2","Asian-majority",0,0,1,0
"213_213517","213.213_213517",4,0.5,213,"C2","Asian-majority",0,1,0,1
"213_213521","213.213_213521",5,0,213,"C2","Asian-majority",0,0,1,0
"213_213526","213.213_213526",4,0,213,"C2","Asian-majority",0,0,1,0
"213_213531","213.213_213531",4,0.5,213,"C2","Asian-majority",0,1,0,0
"213_213553","213.213_213553",6,0,213,"C2","Asian-majority",0,0,1,0
"213_213556","213.213_213556",4,0.5,213,"C2","Asian-majority",0,1,0,1
"213_213558","213.213_213558",5,1,213,"C2","Asian-majority",0,1,0,0
"213_213587","213.213_213587",3,0,213,"C2","Asian-majority",0,0,0,1
"213_213593","213.213_213593",5,0,213,"C2","Asian-majority",0,0,0,1
"213_213594","213.213_213594",6,0,213,"C2","Asian-majority",0,0,1,1
"213_213619","213.213_213619",4,0,213,"C2","Asian-majority",0,0,1,0
"213_213622","213.213_213622",3,0.333333333333333,213,"C2","Asian-majority",0,0,1,1
"214_214008","214.214_214008",6,0.333333333333333,214,"C2","Hispanic-majority",0,1,0,0
"214_214035","214.214_214035",3,0.4,214,"C2","Hispanic-majority",0,1,0,0
"214_214046","214.214_214046",3,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214049","214.214_214049",3,0,214,"C2","Hispanic-majority",0,1,0,1
"214_214050","214.214_214050",3,1,214,"C2","Hispanic-majority",0,1,0,0
"214_214062","214.214_214062",3,0.166666666666667,214,"C2","Hispanic-majority",0,0,0,0
"214_214066","214.214_214066",3,0.25,214,"C2","Hispanic-majority",0,0,0,0
"214_214078","214.214_214078",3,1,214,"C2","Hispanic-majority",0,1,0,0
"214_214097","214.214_214097",4,0.25,214,"C2","Hispanic-majority",0,1,0,0
"214_214104","214.214_214104",3,0.5,214,"C2","Hispanic-majority",0,1,0,0
"214_214114","214.214_214114",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214121","214.214_214121",3,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214123","214.214_214123",6,0.5,214,"C2","Hispanic-majority",0,1,0,1
"214_214127","214.214_214127",4,1,214,"C2","Hispanic-majority",0,1,0,0
"214_214129","214.214_214129",3,0,214,"C2","Hispanic-majority",0,0,1,0
"214_214135","214.214_214135",3,0,214,"C2","Hispanic-majority",0,1,0,1
"214_214141","214.214_214141",3,0,214,"C2","Hispanic-majority",0,0,0,1
"214_214144","214.214_214144",3,0,214,"C2","Hispanic-majority",0,1,0,1
"214_214154","214.214_214154",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214156","214.214_214156",4,0.333333333333333,214,"C2","Hispanic-majority",0,0,0,0
"214_214160","214.214_214160",3,1,214,"C2","Hispanic-majority",0,1,0,1
"214_214162","214.214_214162",3,0,214,"C2","Hispanic-majority",0,0,0,1
"214_214177","214.214_214177",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214195","214.214_214195",4,0.5,214,"C2","Hispanic-majority",0,0,0,0
"214_214199","214.214_214199",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214206","214.214_214206",6,0.4,214,"C2","Hispanic-majority",0,1,0,1
"214_214217","214.214_214217",4,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214218","214.214_214218",5,0.666666666666667,214,"C2","Hispanic-majority",0,0,0,0
"214_214219","214.214_214219",3,0.5,214,"C2","Hispanic-majority",0,1,0,0
"214_214220","214.214_214220",3,0.333333333333333,214,"C2","Hispanic-majority",0,1,0,1
"214_214224","214.214_214224",5,0.5,214,"C2","Hispanic-majority",0,1,0,0
"214_214226","214.214_214226",4,1,214,"C2","Hispanic-majority",0,0,0,0
"214_214231","214.214_214231",3,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214243","214.214_214243",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214254","214.214_214254",3,0.285714285714286,214,"C2","Hispanic-majority",0,0,0,1
"214_214266","214.214_214266",3,0,214,"C2","Hispanic-majority",0,0,0,1
"214_214269","214.214_214269",3,0,214,"C2","Hispanic-majority",0,0,1,0
"214_214272","214.214_214272",3,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214284","214.214_214284",5,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214286","214.214_214286",5,0,214,"C2","Hispanic-majority",0,0,0,1
"214_214294","214.214_214294",3,0.333333333333333,214,"C2","Hispanic-majority",0,1,0,0
"214_214296","214.214_214296",3,0.4,214,"C2","Hispanic-majority",0,1,0,1
"214_214297","214.214_214297",3,0,214,"C2","Hispanic-majority",0,1,0,1
"214_214300","214.214_214300",3,0,214,"C2","Hispanic-majority",0,0,0,1
"214_214313","214.214_214313",5,0.333333333333333,214,"C2","Hispanic-majority",0,0,0,0
"214_214322","214.214_214322",3,0.333333333333333,214,"C2","Hispanic-majority",0,0,0,0
"214_214324","214.214_214324",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214334","214.214_214334",3,0,214,"C2","Hispanic-majority",0,1,0,1
"214_214337","214.214_214337",3,0.142857142857143,214,"C2","Hispanic-majority",0,1,0,1
"214_214338","214.214_214338",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214339","214.214_214339",3,0,214,"C2","Hispanic-majority",0,1,0,1
"214_214357","214.214_214357",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214359","214.214_214359",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214374","214.214_214374",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214381","214.214_214381",3,0,214,"C2","Hispanic-majority",0,1,0,1
"214_214385","214.214_214385",3,0.25,214,"C2","Hispanic-majority",0,1,0,1
"214_214393","214.214_214393",6,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214397","214.214_214397",3,0.333333333333333,214,"C2","Hispanic-majority",0,1,0,1
"214_214411","214.214_214411",5,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214414","214.214_214414",3,0.2,214,"C2","Hispanic-majority",0,0,1,0
"214_214418","214.214_214418",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214420","214.214_214420",3,0.25,214,"C2","Hispanic-majority",0,1,0,0
"214_214434","214.214_214434",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214436","214.214_214436",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214438","214.214_214438",3,0.666666666666667,214,"C2","Hispanic-majority",0,1,0,0
"214_214442","214.214_214442",3,0.333333333333333,214,"C2","Hispanic-majority",0,1,0,0
"214_214444","214.214_214444",4,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214448","214.214_214448",3,1,214,"C2","Hispanic-majority",0,1,0,0
"214_214449","214.214_214449",3,0.142857142857143,214,"C2","Hispanic-majority",0,1,0,0
"214_214451","214.214_214451",5,0.6,214,"C2","Hispanic-majority",0,1,0,0
"214_214468","214.214_214468",3,0,214,"C2","Hispanic-majority",0,0,0,1
"214_214471","214.214_214471",5,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214480","214.214_214480",5,0.5,214,"C2","Hispanic-majority",0,1,0,0
"214_214487","214.214_214487",6,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214503","214.214_214503",4,0.333333333333333,214,"C2","Hispanic-majority",0,0,1,1
"214_214509","214.214_214509",3,0.6,214,"C2","Hispanic-majority",0,1,0,0
"214_214524","214.214_214524",3,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214529","214.214_214529",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214532","214.214_214532",4,0,214,"C2","Hispanic-majority",0,0,0,1
"214_214533","214.214_214533",6,0.2,214,"C2","Hispanic-majority",0,1,0,0
"214_214537","214.214_214537",4,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214540","214.214_214540",5,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214541","214.214_214541",3,0,214,"C2","Hispanic-majority",0,1,0,1
"214_214542","214.214_214542",3,0,214,"C2","Hispanic-majority",0,1,0,1
"214_214544","214.214_214544",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214558","214.214_214558",3,0.4,214,"C2","Hispanic-majority",0,1,0,1
"214_214560","214.214_214560",4,0.25,214,"C2","Hispanic-majority",0,1,0,0
"214_214561","214.214_214561",3,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214564","214.214_214564",4,0,214,"C2","Hispanic-majority",0,1,0,0
"214_214574","214.214_214574",4,0,214,"C2","Hispanic-majority",0,0,0,0
"214_214582","214.214_214582",3,0.4,214,"C2","Hispanic-majority",0,1,0,1
"214_214586","214.214_214586",3,0,214,"C2","Hispanic-majority",0,1,0,1
